ID,Lat,Long,ListPrice,SaleYear,Bathroom,Bedroom,BuiltYear,BuildDecade,MajorRenov,FinishSqFt,LotSqFt,MSA,City,HighSchool,SalePrice
39700090,39.730287,-74.288715,190000,2014,2,3,1990,1990,NONE,1200,6982.5,New York City,Ocean Acres,Southern Reg High School,281246.5135457204
39701065,39.742473,-74.296923,235000,2014,2,2,1997,1990,NONE,1377,12521,New York City,Ocean Acres,Southern Reg High School,287384.1659590795
39913778,40.57465,-74.607948,277000,2014,2,3,1935,1930,NONE,1246,5052.5,New York City,Somerville,Somerville High School,305834.85776925
39916792,40.623189,-74.537645,7.00E+05,2014,2.5,4,1973,1970,2000,2898,16978.7352,New York City,Warren,Watchung Hills Reg High School,717110.241389358
39917440,40.593205,-74.514279,899000,2014,4.5,4,1997,1990,2013,3495.2295,16978.7352,New York City,Warren,Watchung Hills Reg High School,799542.6944506142
39877782,40.508271,-74.506925,194800,2013,1.5,2,1985,1980,NONE,950,871,New York City,Somerset,NONE,275868.8299682291
39877944,40.510028,-74.506059,249800,2014,2.5,2,1985,1980,NONE,1200,1742,New York City,Somerset,NONE,295520.49576748436
39773634,40.935081,-74.175758,295500,2015,2.5,6,1923,1920,NONE,1940,7500,New York City,Prospect Park,NONE,322818.14779421827
39778682,40.907681,-74.234024,819995,2015,3.5,4,1972,1970,NONE,3799.53315,16978.7352,New York City,Totowa,Passaic Valley High School,792393.6446819557
39702081,39.723196,-74.282353,179900,2012,1,3,1994,1990,NONE,1060,5267.5,New York City,Ocean Acres,Southern Reg High School,277176.65702259616
39703052,39.734915,-74.271504,209900,2014,2,3,1996,1990,NONE,1493,9583,New York City,Ocean Acres,Southern Reg High School,294457.7011516073
39703160,39.737513,-74.267605,180000,2013,1,2,NA,UNKNOWN,NONE,1260,6795,New York City,Ocean Acres,Southern Reg High School,271824.84780388715
39925483,41.003065,-74.682459,269900,2014,2,4,1977,1970,NONE,1762,6011,New York City,Sparta,NONE,311611.54014412436
39926638,41.15075,-74.677847,299123,2013,3,3,1970,1970,2013,1883,6863,New York City,Frankford Township,High Point Regional High School,331187.58843391197
39930908,40.992158,-74.844247,399900,2014,3.5,5,1976,1970,2008,3799.53315,15246,New York City,Green Township,NONE,431939.19655349274
39886572,40.514038,-74.665029,499900,2014,2.5,5,1990,1990,2014,2800,9147,New York City,Hillsborough,NONE,465999.4657333443
39886981,40.51703,-74.650352,462500,2013,2.5,4,1989,1980,NONE,1775,8581,New York City,Hillsborough,NONE,391700.5471156827
39887126,40.510153,-74.659656,469000,2014,3,4,1999,1990,NONE,2695,8276,New York City,Hillsborough,NONE,451227.84440432355
39892335,40.496796,-74.663888,5.00E+05,2014,3,3,1991,1990,NONE,1872,15246,New York City,Hillsborough,NONE,431260.74193638796
39894608,40.488868,-74.605259,349900,2014,2,3,1959,1950,2013,1600,16978.7352,New York City,Hillsborough,NONE,352914.84980333404
39894853,40.473001,-74.593391,599000,2013,4,4,1992,1990,NONE,2500,0,New York City,Hillsborough,NONE,627775.1575147421
39721986,40.86972,-74.150817,240000,2014,1.5,4,1949,1940,NONE,1372.5,4791,New York City,Clifton,NONE,297215.2152276344
39722398,40.891628,-74.176208,275000,2013,1,3,1929,1920,NONE,1162.5,6468,New York City,Clifton,NONE,306764.6651091108
39933766,41.064966,-74.80388,260000,2014,2,3,1950,1950,NONE,2542,12196,New York City,Hampton Township,Kittatinny Reg High School,330706.939589858
39934885,41.15637,-74.556818,369000,2014,3,3,1999,1990,NONE,2200,11325,New York City,Hardyston,NONE,393371.44681998575
39936987,41.090678,-74.537465,265000,2013,3,3,NA,UNKNOWN,NONE,2110,11325,New York City,Hardyston,NONE,329950.01497018954
39790407,40.93362,-74.208839,467900,2014,3.5,2,1996,1990,2009,1918,4356,New York City,Wayne,NONE,425756.9446516916
39725645,40.872557,-74.174712,269000,2015,2,2,NA,UNKNOWN,NONE,1138,6577,New York City,Clifton,NONE,300463.43226017366
39733488,40.841534,-74.162292,274900,2013,2,2,1941,1940,NONE,1169,7405,New York City,Clifton,NONE,305277.34895636246
39733579,40.838989,-74.163719,239900,2014,1,3,1950,1950,NONE,1206.5,5950,New York City,Clifton,NONE,296428.46285855887
39941485,40.935482,-74.676296,129900,2014,1,2,1940,1940,NONE,750,16978.7352,New York City,Hopatcong,Hopatcong High School,273793.8456651847
39942051,40.938711,-74.674219,155000,2013,2,2,2005,2000,NONE,1113.5,3920,New York City,Hopatcong,Hopatcong High School,280120.50991394295
39902571,40.39927,-74.726767,1149000,2014,5,5,1998,1990,NONE,3799.53315,11107.5,New York City,Montgomery Township,Montgomery High School,981598.9688997966
39796569,40.95734,-74.205299,439900,2013,2.5,4,1992,1990,NONE,2995,3920,New York City,Wayne,NONE,418739.88162251835
39797580,40.975143,-74.274208,399000,2015,4,3,1986,1980,2012,2137,16978.7352,New York City,Wayne,NONE,405982.57031008956
39798123,40.974906,-74.258377,354900,2014,2,4,1960,1960,NONE,1359,6011,New York City,Wayne,NONE,352963.22951427253
39911488,40.568128,-74.627832,349900,2010,1,4,1950,1950,NONE,1156,9604.5,New York City,Raritan,Brdgwtr  Raritn High School,347667.78627930774
39800824,41.165185,-74.384831,229900,2013,1.5,4,1940,1940,NONE,1649,7405,New York City,Hewitt,NONE,300022.26404169126
39801180,41.179308,-74.397588,339900,2011,2.5,3,1995,1990,NONE,2152,16978.7352,New York City,Vernon Township,NONE,349847.4437194607
39946823,41.053271,-74.747984,169000,2011,2,4,1885,1880,NONE,1463,4356,New York City,Newton,Newton High School,283980.6501967881
39738029,40.955685,-74.166996,329900,2015,3,2,1985,1980,NONE,1408.5,2971,New York City,Hawthorne,NONE,337229.92594468145
53359016,40.232831,-74.033631,299900,2013,2,4,1948,1940,NONE,1856,6055.5,New York City,Wanamassa,NONE,326590.159368874
39917226,40.60491,-74.520403,569900,2013,2,4,1962,1960,NONE,2552,16978.7352,New York City,Warren,Watchung Hills Reg High School,576843.4592414765
39805606,41.114063,-74.392707,165000,2013,3,2,1987,1980,NONE,1544.5,6344,New York City,West Milford,NONE,301152.3476844821
39950847,41.024974,-74.633292,249900,2014,2,3,1964,1960,NONE,1188.5,5880.5,New York City,Sparta,NONE,298755.72716926486
39922558,41.04639,-74.689499,240000,2014,2,3,1964,1960,NONE,1488,16978.7352,New York City,Andover Township,NONE,300675.483707021
39929692,41.086208,-74.588283,239900,2013,2,3,1965,1960,NONE,1530,16978.7352,New York City,Franklin,NONE,300675.483707021
39952336,41.021768,-74.669832,349900,2013,3,3,1958,1950,2004,1980,13939,New York City,Sparta,NONE,361972.6496479868
53391338,41.100105,-73.924732,384000,2014,2,2,1910,1910,2011,1471,10018,New York City,Upper Nyack,NONE,381590.48372414446
39832319,40.658459,-74.635802,419000,2014,2.5,3,1995,1990,NONE,2018,8849,New York City,Bedminster,NONE,381784.5995385541
39832702,40.652884,-74.635539,589900,2013,3.5,3,1987,1980,NONE,2129,9582.5,New York City,Bedminster,NONE,597323.130785133
39833417,40.650363,-74.634943,299900,2011,2,2,1985,1980,NONE,1026,7296,New York City,Bedminster,NONE,312496.39875010727
39935198,41.136368,-74.559763,339900,2013,2.5,4,1987,1980,NONE,2503,16978.7352,New York City,Hardyston,NONE,368270.18832705973
39938238,40.930654,-74.672426,195900,2013,2,3,1974,1970,NONE,1800,6098,New York City,Hopatcong,Hopatcong High School,293330.80725797353
53398644,41.150981,-73.92835,479900,2014,3,2,2001,2000,NONE,2051,5945.5,New York City,Congers,NONE,440409.6138502565
53400821,41.139529,-73.987265,425000,2013,3,4,1961,1960,NONE,2052,8319.5,New York City,New City,NONE,424070.25209449825
39770522,41.009164,-74.298154,320000,2014,2,3,1952,1950,NONE,1816,11761,New York City,Pompton Lakes,NONE,341135.5421690565
39961258,41.174114,-74.457048,239000,2014,1,2,1960,1960,NONE,974,5227,New York City,Highland Lake,NONE,291926.4942418115
39837211,40.693046,-74.554999,489000,2014,2.5,4,1951,1950,NONE,2075,7840.5,New York City,Bernards Township,NONE,422243.2662620891
39842869,40.660104,-74.541156,249900,2014,1,2,1987,1980,NONE,789.5,6751.5,New York City,Bernards Township,NONE,292124.52480574884
39843712,40.659641,-74.547167,222900,2013,1,1,1987,1980,NONE,850,6642.5,New York City,Bernards Township,NONE,289909.81638284767
53407819,41.103223,-74.036679,262900,2007,1,2,1986,1980,2004,1049,7086.5,New York City,Nanuet,Spring Valley High School,304510.46447142796
39781777,41.056858,-74.277429,299900,2014,2,4,1974,1970,2014,2100,9375,New York City,Wanaque,Lakeland Reg High School,323321.7767006766
39969299,41.216383,-74.633153,189000,2014,2,3,NA,UNKNOWN,NONE,1404.5,6194.5,New York City,Wantage Township,High Point Regional High School,285249.5876782329
39849490,40.590316,-74.712758,429000,2014,2.5,3,1988,1980,NONE,1851,8668,New York City,Branchburg,NONE,391421.3110506862
39849571,40.587801,-74.713167,499000,2013,2.5,3,NA,UNKNOWN,NONE,2700,9463,New York City,Branchburg,NONE,467412.44752670615
53409273,41.111609,-73.997575,465000,2013,3,4,1970,1970,NONE,2254,10454,New York City,Nanuet,NONE,450998.52185066824
52401057,40.775451,-74.69546,559000,2012,2.5,3,2002,2000,NONE,1,16978.7352,New York City,Chester Township,NONE,542191.8441836109
39852086,40.547721,-74.722605,584900,2013,3.5,4,1986,1980,NONE,2368.5,6399,New York City,Branchburg,NONE,574570.0065517627
39852114,40.546737,-74.728684,549900,2013,3,5,1985,1980,NONE,3180,16978.7352,New York City,Branchburg,NONE,585692.932382045
39852308,40.545113,-74.734548,625000,2013,2.5,4,1997,1990,NONE,3006.5,16978.7352,New York City,Branchburg,NONE,612067.3502492793
39861286,40.618985,-74.642797,875000,2013,3.5,4,1998,1990,2012,3515,16978.7352,New York City,Bridgewater,Brdgwtr  Raritn High School,792393.6446819557
39789628,40.936993,-74.222397,479000,2014,2,4,1960,1960,NONE,2292,14680,New York City,Wayne,NONE,420854.5072729348
39789821,40.933987,-74.229897,390000,2014,1.5,4,1957,1950,NONE,2044,14984,New York City,Wayne,NONE,375920.08071314765
39790009,40.934963,-74.235504,419000,2014,2.5,4,1960,1960,NONE,2353.5,7535,New York City,Wayne,NONE,388654.29076758673
39791715,40.939468,-74.232872,559000,2015,3,4,1965,1960,2008,2500,16978.7352,New York City,Wayne,NONE,578355.4358883954
39974345,40.67321,-74.415969,919000,2013,3,5,1985,1980,NONE,3015,15246,New York City,Berkeley Heights,NONE,770394.0210896045
39974861,40.673318,-74.404214,329000,2013,2.5,3,1996,1990,NONE,1717.5,8276,New York City,Berkeley Heights,NONE,346327.2918917001
39978314,40.622147,-74.300037,309900,2014,2,2,1918,1910,NONE,1069.5,5000,New York City,Clark,NONE,331803.89910535695
39984042,40.649852,-74.312465,429900,2014,2,3,NA,UNKNOWN,NONE,1353,5662,New York City,Cranford,NONE,383478.990316293
39985551,40.653509,-74.299958,149000,2014,1,1,1941,1940,NONE,745,6316,New York City,Cranford,NONE,274952.42466658214
39950071,41.019574,-74.624983,365000,2013,2,4,1978,1970,NONE,2296,7840,New York City,Sparta,NONE,377938.3625285739
53422340,41.161046,-74.09493,679900,2014,4,4,1985,1980,NONE,3389,16978.7352,New York City,Wesley Hills,NONE,696422.688041349
53423203,41.150149,-74.063198,655000,2014,4,7,1966,1960,2012,2641,16978.7352,New York City,Wesley Hills,Ramapo High School,692262.6427424655
39951884,41.020507,-74.679723,289900,2014,2.5,3,1968,1960,NONE,2103,16978.7352,New York City,Sparta,NONE,328319.0930397662
39952072,41.019744,-74.684219,399000,2014,2.5,0,1993,1990,NONE,924,5492.5,New York City,Sparta,NONE,364378.0585054883
39955193,40.902923,-74.711818,219000,2014,2,3,1961,1960,NONE,1495,10890,New York City,Stanhope,NONE,298460.7752841198
39865659,40.602839,-74.598742,919000,2014,3,4,1994,1990,NONE,3227,16978.7352,New York City,Bridgewater,Brdgwtr  Raritn High School,776011.8724423656
39868575,40.432171,-74.557015,142000,2013,1,2,NA,UNKNOWN,NONE,972,5510,New York City,Franklin Township,NONE,271695.3530160153
39797114,40.971118,-74.234176,565000,2013,3,5,1966,1960,NONE,3284,8494,New York City,Wayne,NONE,585899.7068471835
52403917,40.842706,-74.696433,224900,2014,2,3,1961,1960,2012,1489,11761,New York City,Mt Olive Township,NONE,298460.7752841198
52404565,40.854218,-74.427139,375000,2013,1.5,4,1971,1970,NONE,1604.5,4613.5,New York City,Parsippany-Troy Hills Township,NONE,365549.1941745555
52404908,40.858572,-74.391536,499000,2014,2.5,4,1970,1970,2005,2624,16978.7352,New York City,Parsippany-Troy Hills Township,NONE,465721.05636181356
52634395,40.733454,-74.26811,459000,2014,2,4,1923,1920,NONE,1396,5349,New York City,Maplewood,NONE,383758.2263812894
40000527,40.649755,-74.386061,489900,2014,3,3,1958,1950,NONE,2348.5,16978.7352,New York City,Fanwood,NONE,445244.85089557956
53425368,41.081241,-74.069936,369000,2012,3,4,1968,1960,NONE,1824,16978.7352,New York City,Chestnut Ridge,Spring Valley High School,390964.78439038375
53426876,41.068726,-74.043805,334900,2013,2,4,1960,1960,NONE,1816,16978.7352,New York City,Chestnut Ridge,Spring Valley High School,347591.0441920758
39872185,40.488559,-74.553622,499900,2012,3,4,1996,1990,NONE,2200,16978.7352,New York City,Franklin Township,NONE,447942.92096810194
39960089,41.20939,-74.422355,239900,2014,2.5,4,1986,1980,NONE,1915,7840.5,New York City,Vernon Township,NONE,309727.6447380645
40009351,40.680146,-74.297325,409000,2013,2,6,1960,1960,NONE,2050,4791,New York City,Kenilworth,David Brearley High School,378692.4660661516
39805403,41.134377,-74.367694,209900,2014,2,3,1950,1950,NONE,1800,15002,New York City,West Milford,NONE,302058.08134660893
39810335,40.89584,-74.187431,399900,2014,2,2,1988,1980,NONE,2200,7034.5,New York City,Woodland Park,Passaic Valley High School,378805.6781081517
39811016,40.892189,-74.197136,449000,2009,3,6,1960,1960,NONE,3140,12414.5,New York City,Woodland Park,Passaic Valley High School,443798.62748031114
39877891,40.506472,-74.505171,229900,2014,2.5,2,1985,1980,NONE,1512,1742,New York City,Somerset,NONE,295225.5438823393
39881989,40.531401,-74.500181,439000,2014,4,5,1988,1980,2000,2964,16978.7352,New York City,Franklin Township,NONE,452721.6489605698
52676165,39.953815,-74.237831,204900,2014,2,2,1985,1980,NONE,1328,6403,New York City,Holiday City South,Central Regional High School,287384.1659590795
52676680,39.963946,-74.275555,159900,2014,2,2,1986,1980,NONE,1084.5,5744,New York City,Holiday City-Berkeley,Central Regional High School,272624.8048067514
52677020,39.950193,-74.245343,225000,2013,2,2,1994,1990,NONE,1075,5767,New York City,Holiday Heights,Central Regional High School,287384.1659590795
39965184,41.158839,-74.468945,375000,2013,1,2,NA,UNKNOWN,NONE,882.5,8712,New York City,Highland Lake,NONE,355853.4583556955
39969664,41.207809,-74.674383,319900,2014,3,4,1997,1990,NONE,2449,9190.5,New York City,Wantage Township,High Point Regional High School,362711.51886589825
39833052,40.650095,-74.638656,250900,2014,1.5,2,1986,1980,2010,880,4967.5,New York City,Bedminster,NONE,298154.3266641911
39833731,40.655996,-74.628339,274999,2013,2.5,2,1987,1980,NONE,1705,5745,New York City,Bedminster,NONE,314630.8322688483
39889042,40.618368,-74.763259,244900,2013,3,2,1981,1980,NONE,1712,6275.5,New York City,Whitehouse Station,NONE,317760.48787471594
39893385,40.513046,-74.584945,325000,2013,2,3,1961,1960,NONE,1144.5,6701,New York City,Hillsborough,NONE,332361.4079182444
39893526,40.501619,-74.62962,479000,2013,2.5,4,1979,1970,NONE,1974,7606,New York City,Hillsborough,NONE,412588.53667306824
39894690,40.478717,-74.598247,575000,2013,2.5,4,1986,1980,NONE,2456.5,8123.5,New York City,Hillsborough,NONE,580248.5148333407
39901327,40.439771,-74.655372,689000,2013,3.5,4,1995,1990,NONE,2650,16978.7352,New York City,Montgomery Township,Montgomery High School,728650.6548513843
52680202,39.967922,-74.137674,245000,2013,2,3,1996,1990,NONE,1700,7564,New York City,Toms River,NONE,300269.71563699754
53727453,40.613847,-74.605677,995000,2014,5.5,5,1994,1990,NONE,3799.53315,16978.7352,New York City,Bridgewater,Brdgwtr  Raritn High School,981598.9688997966
53727989,40.592229,-74.489396,399000,2014,2,4,1964,1960,2009,1779,16117,New York City,Green Brook Township,NONE,374019.6005742335
39974665,40.673686,-74.413664,950000,2013,3.5,4,1988,1980,NONE,3000,16978.7352,New York City,Berkeley Heights,NONE,959165.0334795797
39979690,40.638265,-74.29506,389000,2013,2.5,3,1942,1940,2011,1284,5227,New York City,Clark,NONE,374536.3299283451
39987562,40.65474,-74.186639,180000,2014,1,1,1900,1900,NONE,674,1742,New York City,Elizabeth,Elizabeth High School,276677.7625383613
40001942,40.636504,-74.376711,379900,2014,2,4,NA,UNKNOWN,NONE,1716.5,7405,New York City,Fanwood,NONE,371405.64517237066
40018357,40.631861,-74.277961,266000,2012,2,3,1955,1950,NONE,1500,7330,New York City,Linden,NONE,306197.76926138415
39839721,40.662639,-74.628398,849000,2013,4,5,1992,1990,NONE,3562.11475,12196,New York City,Bernards Township,NONE,797786.9583712006
39840469,40.663241,-74.627685,789900,2013,4,4,1997,1990,NONE,2700,8712,New York City,Bernards Township,NONE,748834.2658753268
39841328,40.656647,-74.569979,233500,2013,2,2,1987,1980,NONE,1121,5640.5,New York City,Bernards Township,NONE,292924.4688468467
39843059,40.658722,-74.544766,249900,2014,1,2,1994,1990,NONE,1000,6799,New York City,Bernards Township,NONE,292811.9129590419
39843584,40.661251,-74.546094,295000,2014,2,2,1987,1980,NONE,1469,6304.5,New York City,Bernards Township,NONE,314416.1552878634
39907367,40.614201,-74.435852,299900,2013,1.5,4,1966,1960,NONE,1448,6599,New York City,North Plainfield,NONE,316022.7330595827
39907849,40.611317,-74.444227,239999,2009,2,3,1950,1950,1950,1500,7405,New York City,North Plainfield,NONE,300675.483707021
39908909,40.614643,-74.45143,229900,2015,1,3,NA,UNKNOWN,NONE,1162,10018,New York City,North Plainfield,NONE,294213.7544356577
52684548,40.055785,-74.23628,179900,2014,2,2,1998,1990,NONE,1449,7112,New York City,Lakewood Township,NONE,276269.8992162866
52685267,40.036461,-74.17841,295000,2014,2,3,1998,1990,NONE,1860,7622.5,New York City,Lakewood Township,NONE,317626.937117357
39915826,40.619449,-74.559349,890000,2014,3.5,4,1997,1990,2013,3238,16978.7352,New York City,Warren,Watchung Hills Reg High School,792393.6446819557
39921373,40.660094,-74.434013,499000,2013,3,4,1961,1960,NONE,3495,16978.7352,New York City,Watchung,Watchung Hills Reg High School,462029.76026603894
52689461,39.668445,-74.164482,820000,2014,3,3,2000,2000,NONE,2016,8472,New York City,Surf City,Southern Reg High School,733695.9401066424
40039477,40.612989,-74.288432,349900,2013,2.5,4,1978,1970,NONE,1814,75,New York City,Rahway,NONE,363089.60805764445
39856152,40.593598,-74.665315,399900,2014,2.5,3,1998,1990,NONE,1900,7513,New York City,Bridgewater,Brdgwtr  Raritn High School,375007.37606022664
39924505,40.952786,-74.749743,170000,2014,1,2,1935,1930,NONE,1305,16978.7352,New York City,Byram Township,NONE,277365.15069165436
52898191,41.029086,-74.213477,725000,2014,2.5,4,1970,1970,NONE,2209.5,9170,New York City,Franklin Lakes,NONE,694276.9763922315
40048844,40.670214,-74.266452,124900,2013,1,1,1960,1960,NONE,800,5793,New York City,Roselle Park,NONE,273793.8456651847
40051127,40.667051,-74.250969,239900,2013,2.5,3,1925,1920,NONE,1367,7339.5,New York City,Roselle Park,NONE,302394.11731756816
40052673,40.654688,-74.392837,429900,2013,2,4,1926,1920,NONE,2013.5,7405,New York City,Scotch Plains,NONE,393475.11119376635
40053721,40.660079,-74.383786,435000,2013,2,4,1954,1950,NONE,1708,4791,New York City,Scotch Plains,NONE,393599.8105632104
40054954,40.648743,-74.368352,449900,2014,2,3,1955,1950,NONE,1700,6098,New York City,Scotch Plains,NONE,393320.5744982139
39863547,40.624397,-74.623507,679000,2014,2.5,4,1971,1970,2007,2364,16978.7352,New York City,Bridgewater,Brdgwtr  Raritn High School,642102.1820162925
39863570,40.625292,-74.629557,620000,2013,2.5,4,1987,1980,2013,2771,16978.7352,New York City,Bridgewater,Brdgwtr  Raritn High School,612067.3502492793
40020390,40.627209,-74.240347,149900,2014,1,3,1960,1960,NONE,1070.5,3920,New York City,Linden,NONE,279454.39328332955
40022462,40.689871,-74.349891,565000,2014,3.5,3,1950,1950,NONE,2404.5,16978.7352,New York City,Mountainside,NONE,595992.5349663957
40024477,40.711701,-74.390516,559900,2013,2,4,1932,1930,NONE,1898.5,6207,New York City,New Providence,NONE,539195.0869113109
39934730,41.095054,-74.723946,259000,2014,2,3,1960,1960,NONE,1538,16978.7352,New York City,Hampton Township,Kittatinny Reg High School,306197.76926138415
39934997,41.15547,-74.545316,348000,2013,2.5,3,1998,1990,NONE,2337,7840,New York City,Hardyston,NONE,374776.8853638526
52899332,41.004807,-74.067169,679500,2014,3.5,4,1954,1950,NONE,2522,16978.7352,New York City,Hillsdale,NONE,674766.1384147564
52908991,40.975817,-74.110801,839000,2013,2.5,4,1913,1910,NONE,2199,6630,New York City,Ridgewood,NONE,742489.6527181598
40026211,40.698829,-74.382986,629000,2013,2,3,NA,UNKNOWN,NONE,1477.5,10890,New York City,Summit,NONE,584194.2975369262
40026970,40.687209,-74.414021,999000,2014,2.5,4,1967,1960,NONE,2254,9866,New York City,New Providence,NONE,900419.2673100352
40034531,40.611267,-74.407204,250000,2013,3,5,1913,1910,NONE,2508.5,11325,New York City,Plainfield,NONE,347626.89378079906
39939318,40.934801,-74.664312,317000,2013,3,4,2001,2000,NONE,2609,16117,New York City,Hopatcong,Hopatcong High School,371303.76049119525
52912819,41.012359,-74.118651,290000,2013,1,3,1955,1950,NONE,1140,6098,New York City,Waldwick,NONE,315691.9674171949
52914314,40.982046,-74.060732,414900,2014,1,4,1950,1950,NONE,1410,7949.5,New York City,Washington Township,NONE,375897.5039981801
52961999,40.738258,-74.039434,650000,2014,2,3,1999,1990,2008,1336,1336,New York City,Hoboken,NONE,629532.8945571056
52962213,40.742618,-74.036002,449500,2014,1,1,NA,UNKNOWN,NONE,820,3609,New York City,Hoboken,NONE,381492.51907263504
40069553,40.685331,-74.243545,249000,2014,1,2,1929,1920,NONE,1000,5520,New York City,Union,NONE,292613.8823951045
40070543,40.676378,-74.268774,295000,2013,2,6,NA,UNKNOWN,NONE,2212,9245.5,New York City,Union,NONE,327271.3250767665
40076901,40.687076,-74.290588,219999,2013,2.5,3,1986,1980,NONE,1572.5,3484,New York City,Union,NONE,303636.3941876778
39875986,40.500688,-74.487646,349900,2014,3,3,1966,1960,NONE,1922,8276,New York City,Somerset,NONE,358715.57799742
39943089,41.07791,-74.700681,386900,2014,2.5,4,1994,1990,NONE,2498,16978.7352,New York City,Lafayette,High Point Regional High School,395689.1072261861
39950067,41.01886,-74.625652,3.00E+05,2014,1.5,3,1977,1970,NONE,1718,7494,New York City,Sparta,NONE,321347.4919984972
39950246,40.999303,-74.621262,799900,2010,4,5,1999,1990,NONE,3799.53315,16978.7352,New York City,Sparta,NONE,745295.5922375515
39950453,41.008742,-74.651359,298000,2013,2,4,1977,1970,NONE,1748,10009,New York City,Sparta,NONE,323446.4760701206
39951205,41.100744,-74.633186,280000,2013,2,3,1973,1970,NONE,1720,7147.5,New York City,Sparta,NONE,316146.2207753167
39953331,41.009683,-74.666111,298900,2010,2,2,1949,1940,NONE,1163.5,5549,New York City,Sparta,NONE,308028.38530642365
40057995,40.617085,-74.383211,675000,2013,2.5,4,1996,1990,NONE,3000,10018,New York City,Scotch Plains,NONE,668030.6393454858
40091851,40.644478,-74.32983,545000,2014,3,3,1945,1940,NONE,1717.5,4792,New York City,Westfield,NONE,445630.66913283936
39877863,40.505312,-74.505721,234900,2013,2.5,2,1985,1980,NONE,1600,1742,New York City,Somerset,NONE,296793.71534920804
39879060,40.493774,-74.508656,350000,2014,2.5,3,1966,1960,NONE,1866,8746.5,New York City,Somerset,NONE,357637.40805270895
39879132,40.505808,-74.511849,227500,2014,2.5,2,1985,1980,NONE,1162.5,1306,New York City,Franklin Township,NONE,293305.7873445832
39879401,40.505415,-74.517477,288000,2013,3,3,1986,1980,NONE,1713,2003,New York City,Franklin Township,NONE,325179.48043328396
39880304,40.511986,-74.517882,249900,2014,2.5,2,1987,1980,NONE,1197,2178,New York City,Franklin Township,NONE,295520.49576748436
39881342,40.519611,-74.509804,181900,2013,2,2,1989,1980,NONE,1174.5,5344,New York City,Franklin Township,NONE,276633.37391573086
39954774,40.912257,-74.690541,204999,2014,2,3,1910,1910,NONE,1800,15002,New York City,Stanhope,NONE,302058.08134660893
39955297,40.906377,-74.710663,149900,2013,3,3,NA,UNKNOWN,NONE,2204.5,16978.7352,New York City,Stanhope,NONE,322312.6533672031
39957862,41.209576,-74.602971,212000,2014,1,3,1950,1950,NONE,1232,15681,New York City,Sussex,High Point Regional High School,294213.7544356577
40066437,40.710524,-74.360752,925000,2013,3,5,1925,1920,NONE,2732,7405,New York City,Summit,NONE,769416.5325218955
40069225,40.676207,-74.239481,349900,2014,2,3,1960,1960,2005,1304,5248,New York City,Union,NONE,352683.9934492761
39895785,40.548787,-74.591994,199900,2013,1,2,NA,UNKNOWN,2013,804,4791,New York City,Manville,Manville High School,275163.2831002127
39896615,40.542549,-74.590472,239900,2014,1,3,1960,1960,2004,1201,10018,New York City,Manville,Manville High School,293171.39120799204
40077840,40.699737,-74.296074,289900,2014,1.5,3,NA,UNKNOWN,NONE,1120,9355.5,New York City,Union,NONE,310023.21776325104
39903527,40.390917,-74.662255,557000,2014,2.5,3,1996,1990,NONE,1869,6098,New York City,Montgomery Township,Montgomery High School,542792.7268133444
39903532,40.391363,-74.661957,575000,2014,3,4,1996,1990,NONE,2111,6534,New York City,Montgomery Township,Montgomery High School,538624.8737100735
39975175,40.613411,-74.339141,649899,2013,2.5,4,1963,1960,NONE,2123.5,7424.5,New York City,Clark,NONE,640355.9365714415
39977121,40.624531,-74.309735,310000,2013,1,3,1952,1950,NONE,1000,4791,New York City,Clark,NONE,333072.5916803343
39981438,40.670436,-74.306132,734304,2014,3,5,1942,1940,2001,2630.5,9583,New York City,Cranford,NONE,705432.171899805
40080403,40.708204,-74.294637,329900,2014,1.5,3,NA,UNKNOWN,2011,1309,4948,New York City,Union,NONE,333580.10798441333
40085890,40.649536,-74.357662,629000,2013,2,4,1910,1910,NONE,1924,8712,New York City,Westfield,NONE,584273.1712095956
40091371,40.639597,-74.339077,599000,2013,2,3,NA,UNKNOWN,NONE,1650.5,5771.5,New York City,Westfield,NONE,583061.2960887934
39915370,40.548151,-74.522151,164900,2013,2,2,1945,1940,NONE,1094,6969,New York City,South Bound Brook,NONE,274710.00548001437
39916642,40.633287,-74.537554,699900,2014,2.5,5,1965,1960,NONE,3471,16978.7352,New York City,Warren,Watchung Hills Reg High School,713571.5677515826
39983667,40.652039,-74.313313,489900,2014,3,4,2008,2000,NONE,2600,7500,New York City,Cranford,NONE,453183.2466237479
39917857,40.619796,-74.516296,1149581.946,2013,4.5,5,1999,1990,NONE,3799.53315,16978.7352,New York City,Warren,Watchung Hills Reg High School,981598.9688997966
39922427,41.028705,-74.707466,190000,2014,1,3,1962,1960,NONE,1308,16978.7352,New York City,Andover Township,NONE,282922.32336752693
39923750,40.917555,-74.725609,225000,2013,2,3,1965,1960,NONE,1278,7405,New York City,Byram Township,NONE,296541.0187463637
39988455,40.658763,-74.192229,259900,2014,2,6,1924,1920,NONE,2416,3049,New York City,Elizabeth,Elizabeth High School,324355.26655637077
39993593,40.66524,-74.211526,75000,2013,3,6,2015,2010,NONE,2558,1306,New York City,Elizabeth,Elizabeth High School,338096.6143329101
40003232,40.646922,-74.325452,299000,2013,1,2,NA,UNKNOWN,NONE,898.5,4791,New York City,Garwood,NONE,305013.73284242465
